model,config,description,feature_selection,MAE,RMSE,MAPE,sMAPE,MASE,training_time_seconds
catboost,catboost_balanced,Balanced performance and speed (recommended),all,414.5884905141792,679.0506177028265,0.9989773227025048,1.0023936608741322,0.21462035011163844,4.441257953643799
catboost,catboost_price_optimized,Optimized for price volatility,price_focused,418.60829890951373,705.170971715386,0.9971181582412512,1.0027461502693136,0.2167012874867171,6.713116884231567
lightgbm,lightgbm_deep,Deep leaf-wise trees,all,437.0791946498596,676.6526515893864,1.062255704370475,1.0638155069456232,0.22626313061881198,14.156404972076416
catboost,catboost_demand_optimized,Optimized for demand patterns,demand_focused,438.07300538700196,720.0451847204607,1.0466331651053877,1.0522731252996271,0.22677759740510814,3.1125481128692627
lightgbm,lightgbm_price_optimized,Optimized for price prediction,price_focused,440.1200804091052,690.9609535547697,1.0690909258308554,1.071057062893608,0.22783730834258184,7.932110071182251
lightgbm,lightgbm_balanced,Balanced LightGBM (recommended),all,447.33233124805747,678.0222261435263,1.0980903011603802,1.0980170148209853,0.23157087990948466,6.639051914215088
catboost,catboost_deep,Deep trees for complex patterns,all,457.2333230998514,768.5203740411217,1.0740857865066802,1.0819220640881304,0.23669633415219432,8.278969049453735
lightgbm,lightgbm_light,Fast LightGBM with leaf-wise growth,top_50,459.0804479784227,697.0826234347471,1.1229990940822565,1.125192180634148,0.2376525367415311,1.895691156387329
lightgbm,lightgbm_demand_optimized,Optimized for demand patterns,demand_focused,465.7665831539645,700.8357946755572,1.143139550653761,1.142665621303596,0.2411137535989717,4.914538145065308
catboost,catboost_light,Fast training with shallow trees,top_50,473.0843043237862,730.4600140545381,1.1587930713028742,1.1604578094784392,0.2449019240750471,1.7005157470703125
prophet,prophet_light,"Conservative, low-variance Prophet",prophet_minimal,2061.8243463836075,2625.5877697372784,5.613397530483889,5.386975502217073,1.0673462317797164,16.462196826934814
prophet,prophet_demand_optimized,Prophet for demand with weather focus,prophet_weather,8222.029561720306,8934.478366419695,21.017947503327058,18.69615639502783,4.256304512882521,27.884239196777344
prophet,prophet_balanced,Standard Prophet (recommended),prophet_standard,8388.989972085745,9110.85517801609,21.436054793267253,19.03064374404814,4.342735039892503,25.81799292564392
prophet,prophet_price_optimized,Prophet for price with consumption regressor,prophet_price,10328.81835342233,11127.626029172521,26.309333454164722,22.849275727669777,5.346927524451386,30.79989790916443
prophet,prophet_flexible,Flexible Prophet with strong seasonality,prophet_extended,13195.698837468504,14146.203141809186,33.519068247663114,28.179375633484803,6.831027800489247,30.47233009338379
